พื้นที่,เนื้อที่ปลูก,ผลผลิต
ผักเสี้ยน,9,900
ไม้แก่น,76.25,"9,815.00"
ข้าว,0,0
ข้าวนาปี,0,0
พืชไร่,3,850
มันเทศ,3,850
พืชผัก,73.25,"8,965.00"
ข้าวโพดหวาน,12,"2,800.00"
แตงโมเนื้อ,51,"3,450.00"
ผักกวางตุ้ง,0.25,0
ผักบุ้งจีน,1,0
เห็ดฟาง,1,20
ผักอื่นๆ,8,"2,695.00"
ยะหริ่ง,781.25,"198,010.50"
พืชไร่,83.5,"52,600.00"
ถั่วเขียวผิวมัน,52.5,"26,200.00"
ถั่วลิสง,20,"13,900.00"
มันเทศ,11,"12,500.00"
พืชผัก,697.75,"145,410.50"
ข้าวโพดรับประทานฝักสด,11,"4,450.00"
ข้าวโพดหวาน,57.5,0
คะน้า,0.5,0
แตงกวา,162.25,"70,020.00"
แตงโมเนื้อ,113.25,0
แตงโมอ่อน,21,0
ถั่วฝักยาว,151.75,"70,940.50"
บวบ,15,0
ผักกาดขาวปลี,0.75,0
ผักบุ้งจีน,11.75,0
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),93.5,0
พริกหยวก,50,0
มะเขือเปราะ,6.5,0
มะเขือยาว,3,0
ยะรัง,"4,804.94","458,384.98"
ข้าว,"4,404.19","229,637.00"
ข้าวนาปี,"4,404.19","229,637.00"
พืชไร่,59.75,"8,700.00"
มันเทศ,47.75,"1,300.00"
อ้อยเคี้ยว,12,"7,400.00"
พืชผัก,341,"220,047.98"
ข่า,15,0
ข้าวโพดหวาน,220,"166,823.98"
แตงกวา,23,"16,520.00"
ถั่วฝักยาว,78,"36,704.00"
ฟักทอง,1,0
มะเขือเปราะ,4,0
กะพ้อ,"2,539.75","562,510.00"
ข้าว,"2,372.00","433,960.00"
ข้าวนาปี,"2,372.00","433,960.00"
พืชไร่,32,"40,400.00"
ถั่วลิสง,10,"2,400.00"
มันเทศ,22,"38,000.00"
พืชผัก,130.5,"88,150.00"
ข้าวโพดฝักอ่อน,15,"7,000.00"
ข้าวโพดหวาน,40,"42,400.00"
แตงกวา,54,"30,650.00"
ผักบุ้งจีน,13.5,"8,100.00"
ผักอื่นๆ,8,0
สมุนไพรและเครื่องเทศ (รต.01),5.25,0
ไพล,5.25,0
แม่ลาน,333.25,"228,402.00"
พืชไร่,39,"11,100.00"
ถั่วเขียวผิวมัน,31,"5,100.00"
ถั่วลิสง,8,"6,000.00"
พืชผัก,294.25,"217,302.00"
ข้าวโพดหวาน,25.25,"49,000.00"
แตงกวา,74.25,"79,940.00"
แตงโมเนื้อ,11.5,"5,130.00"
ถั่วฝักยาว,5.25,"15,100.00"
ผักบุ้งจีน,178,"68,132.00"
พระนครศรีอยุธยา,"1,309,489.50","1,006,529,196.50"
พระนครศรีอยุธยา,"32,948.50","26,625,649.50"
ข้าว,"32,762.50","26,421,549.50"
ข้าวนาปี,"22,618.50","18,641,074.50"
ข้าวนาปรัง,"10,144.00","7,780,475.00"
พืชผัก,186,"204,100.00"
ข้าวโพดรับประทานฝักสด,186,"204,100.00"
ท่าเรือ,"57,972.25","44,662,512.50"
ข้าว,"56,702.50","41,633,617.50"
ข้าวนาปี,"48,880.75","39,520,345.00"
ข้าวนาปรัง,"7,821.75","2,113,272.50"
พืชไร่,840,"1,269,000.00"
ข้าวโพดเลี้ยงสัตว์,45,0
ถั่วเขียวผิวมัน,395,"69,000.00"
เผือก,400,"1,200,000.00"
พืชผัก,351,"1,564,127.00"
กะเพรา,84.5,"363,157.00"
ข้าวโพดหวาน,3,"2,400.00"
คะน้า,24,"12,000.00"
ชะอม,14.25,"69,852.00"
ถั่วฝักยาว,10,"66,000.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),61.75,"277,150.00"
มะเขือเปราะ,71.5,"395,618.00"
โหระพา,82,"377,950.00"
ไม้ดอก,49,"195,768.00"
กล้วยไม้ (ไม้ตัดดอกเมืองร้อน),42.5,"165,000.00"
ดาวเรือง,5,"30,600.00"
มะลิ (ไม้เด็ดดอก),1.5,168
ไม้ประดับ,29.75,0
ไม้ประดับกระถางอื่น ๆ,2,0
ไม้ขุดล้อมอื่น ๆ,27.75,0
นครหลวง,"52,870.25","39,584,886.00"
ข้าว,"52,865.25","39,583,786.00"
ข้าวนาปี,"44,131.00","33,981,266.00"
ข้าวนาปรัง,"8,734.25","5,602,520.00"
ไม้ดอก,5,"1,100.00"
กล้วยไม้ (ไม้ตัดดอกเมืองร้อน),5,"1,100.00"
บางไทร,"164,036.50","130,870,729.50"
ข้าว,"163,976.25","130,849,206.00"
ข้าวนาปี,"83,654.00","66,306,501.00"
ข้าวนาปรัง,"80,322.25","64,542,705.00"
พืชผัก,51.75,"21,492.50"
แคนตาลูป,12,"1,000.00"
ชะอม,18.75,"2,192.50"
แตงกวา,6,"18,000.00"
เมล่อนญี่ปุ่น,15,300
ไม้ดอก,5,0
กล้วยไม้ (ไม้ดอกกระถาง),5,0
ไม้ประดับ,3.5,31
ชวนชม,3.25,1
อโกลนีมา/แก้วกาญจนา,0.25,30
บางบาล,"47,622.75","36,708,800.00"
ข้าว,"47,185.00","36,692,200.00"
ข้าวนาปี,"32,605.00","28,309,500.00"
ข้าวนาปรัง,"14,580.00","8,382,700.00"
พืชไร่,5,"15,000.00"
อ้อยเคี้ยว,5,"15,000.00"
พืชผัก,409,"1,600.00"
กะเพรา,200,0
ข้าวโพดรับประทานฝักสด,7,0
ถั่วฝักยาว,7,0
พริกขี้หนูเม็ดใหญ่,26,0
พริกใหญ่,3,0
มะเขือเปราะ,30,"1,600.00"
โหระพา,134,0
เห็ดภูฐาน,2,0
ไม้ดอก,1,0
มะลิ (ไม้เด็ดดอก),1,0
ไม้ประดับ,22.75,0
ชวนชม,10.75,0
ไม้ประดับกระถางอื่น ๆ,12,0
บางปะอิน,"71,946.25","52,347,200.00"
ข้าว,"71,656.75","51,901,200.00"
ข้าวนาปี,"41,349.75","29,504,400.00"
ข้าวนาปรัง,"30,307.00","22,396,800.00"
พืชผัก,223,"446,000.00"
ชะอม,1,0
เห็ดอื่นๆ,222,"446,000.00"
ไม้ดอก,66.5,0
กล้วยไม้ (ไม้ตัดดอกเมืองร้อน),66.5,0
บางปะหัน,"47,945.75","32,111,629.00"
ข้าว,"46,469.50","28,668,845.00"
ข้าวนาปี,"31,017.75","20,119,132.00"
ข้าวนาปรัง,"15,451.75","8,549,713.00"
พืชไร่,"1,032.25","2,101,180.00"
งาขาว,1,80
ถั่วเขียวผิวมัน,1,100
เผือก,23,"92,000.00"
มันเทศ,"1,007.25","2,009,000.00"
พืชผัก,362.75,"1,254,949.00"
กะเพรา,0.5,160
ข้าวโพดรับประทานฝักสด,15.5,"10,900.00"
คะน้า,0.5,200
แคนตาลูป,22.5,"37,500.00"
ชะอม,1.5,248
แตงกวา,2,"1,230.00"
แตงโมเนื้อ,300,"1,200,000.00"
ผักกาดอื่นๆ,1.5,290
มะเขือเปราะ,1.75,"1,670.00"
มะเขือพวง,0.75,700
โหระพา,0.5,261
เห็ดนางฟ้า,1.5,"1,210.00"
เห็ดภูฐาน,1.25,580
เมล่อนญี่ปุ่น,13,0
ไม้ดอก,81.25,"86,655.00"
บัวหลวง,79.75,"86,300.00"
มะลิ (ไม้เด็ดดอก),1.5,355
ผักไห่,"127,904.00","100,932,785.00"
ข้าว,"126,754.00","100,520,680.00"
ข้าวนาปี,"65,657.00","54,151,560.00"
ข้าวนาปรัง,"61,097.00","46,369,120.00"
พืชไร่,32,"10,000.00"
เผือก,12,"10,000.00"
กระจับ,20,0
พืชผัก,826,"327,605.00"
กระเจี๊ยบเขียว,180,"30,000.00"
กะเพรา,13,"3,600.00"
ข้าวโพดรับประทานฝักสด,24,"8,100.00"
คะน้า,110,"49,000.00"
แตงกวา,50,"13,000.00"
แตงร้าน,15,"3,000.00"
แตงไทย,29,"7,700.00"
แตงโมเนื้อ,9,200
แตงโมอ่อน,6,"2,000.00"
ถั่วฝักยาว,19,"9,500.00"
บวบ,6,"2,000.00"
บัวสาย,5,505
ผักกวางตุ้ง,86,"51,000.00"
ผักกาดหอม,9,"3,000.00"
ผักชี,34,"15,000.00"
ผักบุ้งจีน,82,"55,200.00"
พริกใหญ่,8,"6,000.00"
ฟัก / แฟง,61,"29,600.00"
มะเขือยาว,12,"4,000.00"
มะเขืออื่นๆ,18,"6,000.00"
มะระจีน,24,"15,000.00"
โหระพา,8,"6,000.00"
ดอกขจร,4,"6,000.00"
เมล่อนญี่ปุ่น,11,"2,200.00"
ผักอื่นๆ,3,0
ไม้ดอก,183,"26,500.00"
บัวหลวง,157,"15,500.00"
กุหลาบตัดดอก,5,"3,000.00"
ดาวเรือง,13,"5,000.00"
มะลิ (ไม้ดอกกระถาง),8,"3,000.00"
ไม้ประดับ,105,"47,000.00"
ไม้ประดับกระถางอื่น ๆ,105,"47,000.00"
สมุนไพรและเครื่องเทศ (รต.01),4,"1,000.00"
มะระขี้นก,4,"1,000.00"
ภาชี,"43,244.75","28,854,575.00"
ข้าว,"42,869.50","28,510,475.00"
ข้าวนาปี,"41,227.75","27,705,475.00"
ข้าวนาปรัง,"1,641.75","805,000.00"
พืชไร่,52,"80,000.00"
ข้าวโพดเลี้ยงสัตว์,52,"80,000.00"
พืชผัก,323.25,"264,100.00"
ข้าวโพดหวาน,3.25,"4,100.00"
แคนตาลูป,255,"200,000.00"
เห็ดฟาง,65,"60,000.00"
ลาดบัวหลวง,"150,589.75","106,933,401.00"
ข้าว,"147,463.00","102,346,200.00"
ข้าวนาปี,"81,861.00","65,488,800.00"
ข้าวนาปรัง,"65,602.00","36,857,400.00"
พืชไร่,363,"936,200.00"
เผือก,26,"32,200.00"
อ้อยเคี้ยว,277,"244,000.00"
หญ้าเลี้ยงสัตว์,60,"660,000.00"
พืชผัก,"2,493.75","3,542,701.00"
กระเจี๊ยบเขียว,3.5,"10,500.00"
กระเฉด,13,"15,275.00"
กะเพรา,5.5,"3,172.00"
กุยช่าย,10,"1,440.00"
ข่า,3,"13,500.00"
คะน้า,151,"122,300.00"
ตะไคร้,2,"4,000.00"
ตั้งโอ๋,12,"14,400.00"
แตงกวา,12,"44,400.00"
แตงร้าน,9.5,"40,000.00"
ถั่วฝักยาว,8,"26,000.00"
น้ำเต้า,3,"9,000.00"
บวบ,41.75,"38,730.00"
ผักกวางตุ้ง,28,"34,500.00"
ผักกาดหอม,19.75,"21,400.00"
ผักชีฝรั่ง,11.75,"11,000.00"
ผักบุ้งจีน,"1,765.50","2,363,400.00"
ผักบุ้งน้ำ,87,"237,800.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),1.25,800
พริกขี้หนูเม็ดใหญ่,10.5,"8,500.00"
ฟัก / แฟง,8,"3,050.00"
มะเขือเปราะ,21.75,"5,800.00"
มะระจีน,82.25,"380,350.00"
โหระพา,21.5,"23,384.00"
เมล่อนญี่ปุ่น,162.25,"110,000.00"
ไม้ดอก,232,"101,650.00"
กล้วยไม้ (ไม้ตัดดอกเมืองร้อน),229,"94,650.00"
บัวหลวง,1,"6,000.00"
มะลิ (ไม้ดอกกระถาง),2,"1,000.00"
ไม้ประดับ,38,"6,650.00"
ฟิโลเดนดรอน,38,"6,650.00"
อโกลนีมา/แก้วกาญจนา,0,0
วังน้อย,"66,267.25","45,113,962.50"
ข้าว,"66,250.25","45,113,962.50"
ข้าวนาปี,"44,327.00","37,348,150.00"
ข้าวนาปรัง,"21,923.25","7,765,812.50"
พืชไร่,1,0
พืชไร่อื่นๆ,1,0
พืชผัก,6,0
ผักอื่นๆ,6,0
ไม้ดอก,10,0
กล้วยไม้ (ไม้ตัดดอกเมืองร้อน),10,0
เสนา,"200,884.50","169,644,700.00"
ข้าว,"200,497.00","169,644,700.00"
ข้าวนาปี,"104,228.00","88,590,400.00"
ข้าวนาปรัง,"96,269.00","81,054,300.00"
พืชผัก,67.75,0
กระเจี๊ยบเขียว,0.25,0
ข่า,2.5,0
ข้าวโพดรับประทานฝักสด,1.25,0
ตะไคร้,1.5,0
แตงกวา,35.5,0
ถั่วฝักยาว,0.25,0
บวบ,1.25,0
ผักบุ้งน้ำ,14.5,0
ผักหวาน,0.5,0
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),0.25,0
มะเขืออื่นๆ,0.25,0
เห็ดนางฟ้า,8,0
ผักอื่นๆ,1.75,0
ไม้ดอก,308.75,0
กล้วยไม้ (ไม้ตัดดอกเมืองร้อน),300,0
ซ่อนกลิ่น,4,0
กล้วยไม้ (ไม้ดอกกระถาง),4.75,0
ไม้ประดับ,11,0
ไทร,4.5,0
ไม้ขุดล้อมอื่น ๆ,4.5,0
ไม้ตัดใบอื่น ๆ,2,0
บางซ้าย,"117,694.25","99,547,215.00"
ข้าว,"117,333.00","99,505,515.00"
ข้าวนาปี,"58,536.00","50,383,835.00"
ข้าวนาปรัง,"58,797.00","49,121,680.00"
พืชไร่,13.25,"1,000.00"
อ้อยเคี้ยว,13,0
พืชไร่อื่นๆ,0.25,"1,000.00"
พืชผัก,248.5,"23,100.00"
กระเจี๊ยบเขียว,1,0
กระเฉด,10,0
ข้าวโพดรับประทานฝักสด,4,0
ข้าวโพดหวาน,0,0
แตงโมอ่อน,12,0
ถั่วฝักยาว,13,"7,500.00"
บวบ,18,"3,000.00"
บัวสาย,54,600
ผักกาดอื่นๆ,1.5,0
ผักบุ้งน้ำ,88,0
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),15,"2,000.00"
ฟัก / แฟง,3,"10,000.00"
มะเขือเปราะ,6,0
มะระจีน,8,0
โหระพา,6,0
ผักอื่นๆ,9,0
ไม้ดอก,66,"7,600.00"
บัวหลวง,53,"1,000.00"
ดาวเรือง,7,"1,600.00"
กล้วยไม้ (ไม้ดอกกระถาง),5.5,"5,000.00"
หน้าวัว (ไม้ดอกกระถาง),0.5,0
ไม้ประดับ,33.5,"10,000.00"
แคคตัส,5,0
บัวประดับ,8,"10,000.00"
ไม้ประดับกระถางอื่น ๆ,20.5,0
อุทัย,"57,531.50","44,529,053.00"
ข้าว,"57,298.50","44,465,833.00"
ข้าวนาปี,"49,894.50","39,298,260.00"
ข้าวนาปรัง,"7,404.00","5,167,573.00"
พืชผัก,226,"63,220.00"
กะเพรา,10,20
บวบ,2,50
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),17,50
มะเขือเปราะ,4,80
โหระพา,4,20
เห็ดฟาง,189,"63,000.00"
ไม้ดอก,7,0
ดาวเรือง,6.25,0
มะลิ (ไม้เด็ดดอก),0.75,0
มหาราช,"44,158.75","30,880,986.00"
ข้าว,"44,115.25","30,874,086.00"
ข้าวนาปี,"34,677.25","24,266,516.00"
ข้าวนาปรัง,"9,438.00","6,607,570.00"
พืชผัก,23.5,"6,900.00"
ข้าวโพดรับประทานฝักสด,16.75,"6,650.00"
บวบ,0.25,0
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),1,0
พริกหยวก,0.25,0
มะเขือเปราะ,0.75,0
เห็ดฟาง,3,0
เห็ดภูฐาน,0.5,150
เห็ดอื่นๆ,1,100
ไม้ดอก,20,0
บัวหลวง,13,0
กล้วยไม้ (ไม้ดอกกระถาง),7,0
บ้านแพรก,"25,872.50","17,181,112.50"
ข้าว,"25,869.50","17,181,112.50"
ข้าวนาปี,"17,035.25","11,859,500.00"
ข้าวนาปรัง,"8,834.25","5,321,612.50"
พืชผัก,3,0
ชะอม,3,0
พะเยา,"840,313.69","471,147,943.00"
เมืองพะเยา,"102,984.25","41,085,350.00"
ข้าว,"84,959.25","37,723,550.00"
ข้าวนาปี,"82,930.00","37,723,550.00"
ข้าวนาปรัง,"2,029.25",0
พืชไร่,"11,773.00",0
ข้าวโพดเลี้ยงสัตว์,"11,773.00",0
พืชผัก,"6,222.00","3,361,800.00"
กระเจี๊ยบเขียว,6,"2,800.00"
กระเทียมหัว,"1,252.50","425,500.00"
ขิง,252,"150,000.00"
ข้าวโพดหวาน,265,"265,000.00"
ผักกวางตุ้ง,25,"5,000.00"
ผักบุ้งจีน,5,"5,000.00"
พริกขี้หนูเม็ดใหญ่,100,"87,500.00"
ฟักทอง,375,0
หอมแดง,"2,419.50","2,419,500.00"
หอมแบ่ง(ต้นหอม),448,0
ผักอื่นๆ,"1,074.00","1,500.00"
ไม้ดอก,30,0
ปทุมมา,30,0
จุน,"135,266.75","66,379,977.50"
ข้าว,"127,040.00","56,821,500.00"
ข้าวนาปี,"113,643.00","56,821,500.00"
ข้าวนาปรัง,"13,397.00",0
พืชไร่,"6,998.00","8,015,400.00"
ข้าวโพดเลี้ยงสัตว์,"3,340.00","3,231,000.00"
มันสำปะหลังโรงงาน,"3,658.00","4,784,400.00"
พืชผัก,"1,228.75","1,543,077.50"
กระเทียมหัว,499,"347,877.50"
ขิง,399,"798,000.00"
หอมแดง,330.75,"397,200.00"
เชียงคำ,"121,039.50","60,872,150.00"
ข้าว,"85,703.00","34,527,000.00"
ข้าวนาปี,"74,926.00","34,427,000.00"
ข้าวนาปรัง,"7,543.00",0
ข้าวไร่,"3,234.00","100,000.00"
พืชไร่,"26,310.50","20,363,250.00"
ข้าวโพดเลี้ยงสัตว์,"17,179.50","7,122,250.00"
ถั่วลิสง,430,0
ถั่วเหลือง,9,0
ถั่วอื่นๆ,20,0
มันแกว,900,"2,000,000.00"
มันฝรั่ง,"3,747.00","11,241,000.00"
มันสำปะหลังโรงงาน,"4,025.00",0
พืชผัก,"9,026.00","5,981,900.00"
กระเทียมหัว,32,"22,400.00"
ข้าวโพดฝักอ่อน,9,"3,600.00"
ข้าวโพดหวาน,"8,704.00","5,704,000.00"
แตงกวา,18,0
แตงโมเนื้อ,161,"221,000.00"
บวบ,10,0
พริกขี้หนูเม็ดใหญ่,53,"15,000.00"
ฟักทอง,19,0
มะเขือยาว,8,0
หอมแดง,12,"15,900.00"
เชียงม่วน,"48,172.00","29,240,887.50"
ข้าว,"13,833.75","6,855,875.00"
ข้าวนาปี,"13,765.00","6,855,875.00"
ข้าวนาปรัง,68.75,0
พืชไร่,"33,214.50","20,562,987.50"
ข้าวโพดเลี้ยงสัตว์,"32,964.00","19,908,400.00"
ถั่วเขียวผิวมัน,11,0
ถั่วลิสง,13.75,"3,437.50"
ถั่วเหลือง,5.75,"1,150.00"
ยาสูบ,150,"650,000.00"
มันสำปะหลังโรงงาน,70,0
พืชผัก,"1,123.75","1,822,025.00"
กระเทียมหัว,78.75,"73,125.00"
กะหล่ำดอก,20,0
กะหล่ำปลี,50,"110,000.00"
ขิง,50,"100,000.00"
ข้าวโพดหวาน,60,"180,000.00"
ถั่วฝักยาว,10,"27,000.00"
ผักกาดเขียวปลี,130,"200,000.00"
พริกขี้หนูเม็ดใหญ่,138,"97,000.00"
พริกใหญ่,8,"16,000.00"
ฟักทอง,350,"600,000.00"
มะเขือเทศบริโภคสด,40,"120,000.00"
มะเขือเทศโรงงาน,65,"160,000.00"
มะเขือยาว,40,"80,500.00"
หน่อไม้ฝรั่ง,76,"46,400.00"
หอมแดง,8,"12,000.00"
ดอกคำใต้,"170,728.50","86,386,240.00"
ข้าว,"138,744.25","63,917,354.00"
ข้าวนาปี,"133,955.00","63,917,354.00"
ข้าวนาปรัง,"4,789.25",0
พืชไร่,"27,747.50","18,749,460.00"
ข้าวโพดเลี้ยงสัตว์,"24,184.00","14,109,100.00"
ถั่วเขียวผิวมัน,722,"98,420.00"
ถั่วดำ,22,"2,640.00"
มันสำปะหลังโรงงาน,"2,819.50","4,539,300.00"
พืชผัก,"4,236.75","3,719,426.00"
กระเจี๊ยบเขียว,18,"5,780.00"
กระเทียมหัว,"2,405.00","2,979,050.00"
ขิง,100,0
คะน้า,45.5,"67,800.00"
แตงกวา,32,"44,500.00"
ถั่วฝักยาว,40,"68,200.00"
ผักกวางตุ้ง,9,"8,900.00"
ผักกาดอื่นๆ,3,"3,200.00"
พริกใหญ่,6,"3,700.00"
ฟักทอง,"1,216.00","159,200.00"
มะเขือม่วง,22.25,"35,496.00"
หน่อไม้ฝรั่ง,2,0
หอมแดง,314,"325,600.00"
หอมแบ่ง(ต้นหอม),23,"18,000.00"
เมล่อนญี่ปุ่น,1,0
ปง,"129,350.00","121,994,850.00"
ข้าว,"42,360.00","22,096,050.00"
ข้าวนาปี,"32,083.00","19,831,800.00"
ข้าวนาปรัง,"4,052.00",0
ข้าวไร่,"6,225.00","2,264,250.00"
พืชไร่,"82,766.00","93,041,500.00"
ข้าวโพดเลี้ยงสัตว์,"56,501.00","46,441,000.00"
ถั่วเขียวผิวดำ,30,"5,000.00"
ถั่วเขียวผิวมัน,225,"20,500.00"
ถั่วดำ,400,"40,000.00"
ถั่วลิสง,415,"75,000.00"
ถั่วเหลืองฝักสด,120,"80,000.00"
ยาสูบ,"2,535.00","1,675,000.00"
สับปะรด,230,"200,000.00"
มันสำปะหลังโรงงาน,"22,310.00","44,505,000.00"
พืชผัก,"4,224.00","6,857,300.00"
กระเจี๊ยบเขียว,40,"20,000.00"
กระเทียมหัว,59,"59,000.00"
กะหล่ำดอก,75,"101,000.00"
กะหล่ำปลี,395,"370,000.00"
ข้าวโพดฝักอ่อน,280,"32,000.00"
ข้าวโพดรับประทานฝักสด,215,"310,000.00"
ข้าวโพดหวาน,200,"140,000.00"
คะน้า,219,"237,500.00"
แคนตาลูป,2,0
ตั้งโอ๋,5,"5,000.00"
แตงกวา,120,"280,000.00"
แตงร้าน,10,"10,000.00"
ถั่วฝักยาว,264,"756,800.00"
บล็อคโคลี่,10,"10,000.00"
บวบ,160,"393,000.00"
ผักกวางตุ้ง,210,"227,000.00"
ผักกาดขาวปลี,120,"70,000.00"
ผักกาดเขียวปลี,315,"150,000.00"
ผักคึ่นฉ่าย,10,"2,500.00"
ผักชี,125,"144,000.00"
ผักบุ้งจีน,216,"372,500.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),188,"175,500.00"
พริกขี้หนูเม็ดใหญ่,201,"442,000.00"
พริกใหญ่,191,"757,000.00"
ฟัก / แฟง,40,"120,000.00"
ฟักทอง,125,"790,000.00"
มะเขือเทศบริโภคสด,80,"102,500.00"
มะเขือเทศโรงงาน,12,"55,000.00"
มะเขือเปราะ,151,"312,000.00"
มะเขือยาว,146,"361,000.00"
มะเขืออื่นๆ,20,"40,000.00"
หอมแบ่ง(ต้นหอม),20,"12,000.00"
แม่ใจ,"58,978.00","29,496,338.00"
ข้าว,"58,123.00","28,451,950.00"
ข้าวนาปี,"55,764.00","28,451,950.00"
ข้าวนาปรัง,"2,359.00",0
พืชไร่,214.5,"114,200.00"
ข้าวโพดเลี้ยงสัตว์,164,"69,400.00"
ถั่วเขียวผิวดำ,0,0
ถั่วลิสง,0,0
ข้าวโพดเลี้ยงสัตว์ (เมล็ดพันธุ์),12,"13,200.00"
พืชไร่อื่นๆ,38.5,"31,600.00"
พืชผัก,640.5,"930,188.00"
ข้าวโพดหวาน,20,"13,400.00"
แคนตาลูป,386.25,"652,500.00"
แตงโมเนื้อ,31,"42,000.00"
ฟักทอง,60.5,"101,000.00"
หอมแดง,15.75,"45,738.00"
สตรอเบอรี่-01,3,"5,600.00"
ผักอื่นๆ,124,"69,950.00"
ภูซาง,"39,479.00","19,266,150.00"
ข้าว,"32,116.00","16,128,000.00"
ข้าวนาปี,"32,116.00","16,128,000.00"
พืชไร่,"6,322.00","1,146,000.00"
ข้าวโพดเลี้ยงสัตว์,"3,946.00","900,000.00"
ถั่วลิสง,"2,320.00","21,000.00"
มันสำปะหลังโรงงาน,56,"225,000.00"
พืชผัก,"1,041.00","1,992,150.00"
กระเทียมหัว,233,"426,500.00"
แตงไทย,3,"15,000.00"
แตงโมเนื้อ,78,0
พริกขี้หนูเม็ดใหญ่,463,"1,380,000.00"
ฟักทอง,231,"70,750.00"
หอมแดง,33,"99,900.00"
ภูกามยาว,"34,315.69","16,426,000.00"
ข้าว,"33,065.23","14,711,300.00"
ข้าวนาปี,"29,332.00","14,711,300.00"
ข้าวนาปรัง,"3,733.23",0
พืชไร่,"1,215.46","1,712,000.00"
ข้าวโพดเลี้ยงสัตว์,958.75,"1,212,000.00"
มันสำปะหลังโรงงาน,256.71,"500,000.00"
พืชผัก,32,"2,500.00"
กระเทียมหัว,15,"2,500.00"
ผักกวางตุ้ง,17,0
ไม้ดอก,3,200
มะลิ (ไม้เด็ดดอก),3,200
พังงา,"8,764.31","14,487,023.25"
เมืองพังงา,56,"62,614.25"
พืชไร่,12,0
สับปะรด,12,0
พืชผัก,44,"62,614.25"
ข้าวโพดหวาน,8.25,"6,478.00"
แตงกวา,2.3,"3,250.00"
ถั่วฝักยาว,11.35,"8,425.00"
บวบ,1.25,"2,800.00"
ผักกวางตุ้ง,4.8,"4,325.25"
ผักบุ้งจีน,6.95,"4,655.00"
ผักบุ้งน้ำ,1,"1,161.00"
มะเขือเปราะ,5.15,"21,670.00"
มะเขือยาว,2.45,"9,850.00"
มะเขืออื่นๆ,0.5,0
เกาะยาว,636.71,"446,194.50"
ข้าว,454.71,"362,507.50"
ข้าวนาปี,454.71,"362,507.50"
พืชไร่,21,"4,800.00"
ถั่วลิสง,5.5,300
สับปะรด,15.5,"4,500.00"
พืชผัก,161,"78,887.00"
ข้าวโพดหวาน,9,"3,350.00"
แตงกวา,9,"5,860.00"
แตงโมเนื้อ,10,"24,850.00"
ถั่วฝักยาว,26.5,"10,280.00"
บวบ,18,"3,610.00"
ผักกวางตุ้ง,9,"4,110.00"
ผักกาดเขียวปลี,3,800
ผักบุ้งจีน,24,"8,590.00"
ผักบุ้งน้ำ,5.5,"3,200.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),15.5,"8,685.00"
มะเขือเปราะ,7,"2,667.00"
มะเขือยาว,24.5,"2,885.00"
กะปง,317,"1,619,875.00"
พืชไร่,7,200
สับปะรด,7,200
พืชผัก,310,"1,619,675.00"
ข่า,24,"1,054,740.00"
ชะอม,69,"63,364.00"
ตะไคร้,44.5,"414,330.00"
ถั่วฝักยาว,1.5,0
ผักกวางตุ้ง,4,"2,496.00"
ผักบุ้งจีน,24,"12,275.00"
ผักหวาน,3,330
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),49,"72,140.00"
พริกขี้หนูเม็ดใหญ่,90,0
มะเขือเปราะ,1,0
ตะกั่วทุ่ง,"1,334.50","828,307.00"
พืชไร่,"1,275.00","810,955.00"
สับปะรด,"1,273.00","810,955.00"
ข้าวโพดหวาน,2,0
พืชผัก,59.5,"17,352.00"
กระเจี๊ยบเขียว,0.5,0
ข้าวโพดหวาน,27,"6,000.00"
แตงร้าน,5,"1,700.00"
แตงโมเนื้อ,0,0
ถั่วฝักยาว,18.5,"4,352.00"
ผักกวางตุ้ง,8.5,"5,300.00"
ตะกั่วป่า,"2,754.75","5,073,963.00"
พืชไร่,285,"772,840.00"
สับปะรด,285,"772,840.00"
พืชผัก,"2,469.75","4,301,123.00"
ข่า,58,"50,100.00"
ข้าวโพดรับประทานฝักสด,5.5,"2,650.00"
ชะอม,6,"4,630.00"
ตะไคร้,174,"178,045.00"
แตงกวา,2,"4,510.00"
แตงร้าน,2,"3,320.00"
แตงโมเนื้อ,"1,519.00","3,456,600.00"
ถั่วฝักยาว,26.25,"17,029.00"
ถั่วพู,1,700
บวบ,11,"1,897.00"
ผักบุ้งจีน,9,"4,040.00"
ผักบุ้งน้ำ,1.5,"1,890.00"
ผักบุ้งอื่นๆ,1,820
พริกขี้หนูเม็ดใหญ่,642.5,"569,677.00"
โหระพา,3.5,"1,980.00"
ผักอื่นๆ,7.5,"3,235.00"
คุระบุรี,"1,086.50","3,373,085.00"
พืชไร่,76.75,"420,090.00"
มันเทศ,1.75,90
อ้อยเคี้ยว,5,"37,500.00"
สับปะรด,70,"382,500.00"
